时间（s）,层号,距人体侧位置（m）,温度（℃）
230.0,1,0.0003733333333333333,18.040689356737854
230.0,1,0.00039666666666666664,18.015646888752173
230.0,1,0.00041999999999999996,17.990242294839188
230.0,1,0.00044333333333333334,17.96447622529563
230.0,1,0.00046666666666666666,17.93834677343859
230.0,1,0.00049,17.91185301910188
230.0,1,0.0005133333333333333,17.884995949574304
230.0,1,0.0005366666666666666,17.857773291059072
230.0,1,0.00056,17.830183846073673
230.0,1,0.0005833333333333333,17.802229340851923
230.0,1,0.0006066666666666666,17.773906907701708
230.0,1,0.00063,17.745214500729634
230.0,1,0.0006533333333333333,17.716155925145053
230.0,1,0.0006766666666666667,17.686728175572014
230.0,1,0.0007,17.656925681915652
230.0,2,0.0007,17.656925681915656
230.0,2,0.0007133333333333333,17.636924758317647
230.0,2,0.0007266666666666667,17.615095757115316
230.0,2,0.00074,17.591459381707608
230.0,2,0.0007533333333333333,17.566024603475554
230.0,2,0.0007666666666666667,17.538766935348484
230.0,2,0.00078,17.509690569830724
230.0,2,0.0007933333333333333,17.478804893459237
230.0,2,0.0008066666666666667,17.446096083189914
230.0,2,0.00082,17.411565083241175
230.0,2,0.0008333333333333333,17.375219708225515
230.0,2,0.0008466666666666667,17.337050328200476
230.0,2,0.00086,17.297057435279687
230.0,2,0.0008733333333333334,17.255248507970126
230.0,2,0.0008866666666666667,17.21161607120936
230.0,2,0.0009,17.166160745866318
230.0,2,0.0009133333333333333,17.11889046133114
230.0,2,0.0009266666666666667,17.069798922848015
230.0,2,0.00094,17.018887001032194
230.0,2,0.0009533333333333334,16.966163772926237
230.0,2,0.0009666666666666667,16.911623420237845
230.0,2,0.00098,16.855266940442537
230.0,2,0.0009933333333333333,16.797105518731183
230.0,2,0.0010066666666666666,16.737133024755533
230.0,2,0.00102,16.67535000456675
230.0,2,0.0010333333333333334,16.61177175961572
230.0,2,0.0010466666666666667,16.546390618087404
